playerID,MVP,Gold_Glove,Cy_Young_Award,All_Star_Game,Batting_Seasons_Number,Batting_LastSeason,Batting_Games,Batting_At_Bats,Batting_Runs,Batting_Hits,Batting_Doubles,Batting_Triples,Batting_Homeruns,Batting_Runs_Batted_In,Batting_Stolen_Bases,Batting_Caught_Steading,Batting_Base_on_Balls,Batting_Intentional_walks,Batting_Hit_by_pitch,Batting_Sacrifice_hits,Batting_Grounded_into_double_plays,Pitching_Wins,Pitching_Games,Pitching_Shutouts,Pitching_Saves,Pitching_Outs_Pitched,Pitching_Earned_Runs,Pitching_Strikeouts,Pitching_ERA,Pitching_HBP,Pitching_BK,Pitching_BFP,Pitching_GF,Pitching_R,inducted
kellejo01,0,0,0,NULL,17,1908,1853,7006,1421,2220,358,194,65,1194,443,0,911,0,82,121,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
kellge01,0,0,0,7,15,1957,1795,6702,881,2054,385,50,78,870,51,36,621,7,36,149,188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
kellyge01,0,0,0,NULL,16,1932,1622,5993,819,1778,337,76,148,1020,65,43,386,0,28,158,0,1,1,0,0,15,0,2,0,0,0,20,1,0,Y
kellyki01,0,0,0,NULL,16,1893,1455,5894,1357,1813,359,102,69,950,368,0,549,0,12,0,0,2,12,0,0,137,21,4,23.179999828338623,0,0,119,9,49,Y
keltnke01,0,0,0,7,13,1950,1526,5683,737,1570,308,69,163,852,39,33,514,0,13,102,144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
kendaja01,0,0,0,3,15,2010,2085,7627,1030,2195,394,35,75,744,189,89,721,51,254,36,176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
kennejo03,0,0,0,NULL,12,1974,856,2110,237,475,77,17,32,185,14,10,142,10,25,36,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
kennete02,0,0,0,3,14,1991,1491,4979,474,1313,244,12,113,628,6,15,365,86,16,22,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
kentje01,1,0,0,5,17,2008,2298,8498,1320,2461,560,47,377,1518,94,60,801,61,125,10,224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
kerrdi01,0,0,0,NULL,4,1925,143,275,40,60,8,5,0,21,4,2,28,0,2,19,0,53,140,7,6,2434,346,235,16.119999885559082,18,5,3443,45,399,N
kessido01,0,2,0,6,16,1979,2078,7651,899,1931,254,80,14,527,100,85,684,69,22,132,132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
keyji01,0,0,0,4,15,1998,471,2,0,0,0,0,0,0,0,0,0,0,0,1,0,186,470,13,10,7775,1010,1538,56.19999957084656,38,12,10719,28,1104,N
kileda01,0,0,0,1,12,2002,364,657,38,87,23,0,2,40,0,0,43,0,4,81,9,133,359,9,0,6496,992,1668,49.97000026702881,117,19,9429,8,1099,N
killebi01,0,0,0,NULL,13,1921,1035,3150,237,751,86,21,4,240,39,8,113,0,35,102,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
killeha01,1,0,0,11,22,1975,2435,8147,1283,2086,290,24,573,1584,19,18,1559,160,48,0,243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
kilroma01,0,0,0,NULL,10,1898,330,1062,163,236,24,17,1,103,67,0,118,0,7,2,0,141,303,19,0,7307,939,1170,40.16000008583069,59,0,9201,12,1539,N
kindeel01,0,0,0,NULL,12,1957,484,444,34,63,7,1,1,33,0,1,23,0,0,29,10,102,484,10,102,4439,564,749,38.8499995470047,9,2,6306,255,627,N
kinerra01,0,0,0,5,10,1955,1472,5205,971,1451,216,39,369,1015,22,2,1011,1,24,9,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
kingmda01,0,0,0,2,16,1986,1941,6677,901,1575,240,25,442,1210,85,49,608,72,53,16,139,0,2,0,0,12,4,4,9,0,0,21,2,4,N
kisonbr01,0,0,0,NULL,15,1985,388,404,31,66,15,5,3,31,2,2,16,0,3,33,5,115,380,8,12,5429,736,1073,55.920000314712524,68,11,7676,54,839,N
kleinch01,1,0,0,2,17,1944,1753,6486,1168,2076,398,74,300,1201,79,0,601,0,12,69,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
kleskry01,0,0,0,1,16,2007,1736,5611,874,1564,343,33,278,987,91,41,817,84,29,4,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
klingjo01,0,0,0,NULL,13,1913,1260,4241,474,1151,181,61,20,513,123,0,281,0,12,106,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
kluszte01,0,0,0,4,15,1961,1718,5929,848,1766,290,29,279,1028,20,10,492,70,23,3,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
knabeot01,0,0,0,NULL,11,1916,1278,4469,572,1103,178,48,8,365,143,0,485,0,36,265,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
kneppbo01,0,0,0,2,15,1990,449,840,47,115,28,2,6,59,2,0,41,0,2,90,5,146,445,30,1,8124,1106,1473,61.1199996471405,47,13,11488,10,1258,N
knighra01,0,0,0,2,13,1988,1495,4829,490,1311,266,27,84,595,14,25,343,43,36,22,169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
knoblch01,0,1,0,4,12,2002,1632,6366,1132,1839,322,64,98,615,407,117,804,22,139,20,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
knowlda01,0,0,0,1,16,1980,766,125,2,15,0,1,0,11,0,0,9,0,1,10,1,66,765,1,143,3276,378,681,66.37000000476837,38,11,4658,417,437,N
koosmje01,0,0,0,2,19,1985,612,915,36,109,12,1,2,46,1,0,33,0,2,100,19,222,612,33,17,11518,1433,2556,71.6899995803833,71,29,15996,43,1608,N
koscoan01,0,0,0,NULL,10,1974,658,1963,204,464,75,8,73,267,5,8,99,18,6,15,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
koufasa01,1,0,3,4,12,1966,397,776,26,75,9,0,2,28,0,1,43,0,1,35,10,165,397,40,9,6973,713,2396,37.700000166893005,18,7,9497,44,806,Y
kraneed01,0,0,0,0,18,1979,1853,5436,536,1418,225,25,118,614,15,27,454,89,14,35,138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
krausle02,0,0,0,NULL,12,1974,334,354,23,47,9,1,6,24,1,1,26,0,2,26,5,68,321,5,21,3851,571,721,50.33000040054321,35,1,5490,71,635,N
kremera01,0,0,0,NULL,10,1933,309,687,57,122,30,2,5,69,0,0,37,0,0,36,0,143,308,14,10,5864,816,516,43.85000038146973,29,2,8330,36,950,N
kressre01,0,0,0,NULL,14,1946,1391,5087,691,1454,298,58,89,799,47,56,474,0,6,97,18,0,4,0,0,28,13,6,24.980000495910645,1,0,48,3,14,N
krukjo01,0,0,0,2,10,1995,1200,3897,582,1170,199,34,100,592,58,31,649,83,2,12,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
krukomi01,0,0,0,1,14,1989,371,722,44,139,22,0,5,54,3,2,17,0,4,70,7,124,369,10,1,6571,949,1478,59.28000068664551,47,22,9393,4,1069,N
kuennha01,0,0,0,7,15,1966,1833,6913,951,2092,356,56,87,671,68,56,594,39,15,44,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
kuheljo01,0,0,0,NULL,18,1947,2104,7984,1236,2212,412,111,131,1049,178,90,980,0,39,92,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
kuzavbo01,0,0,0,NULL,10,1957,214,256,21,22,1,0,1,10,0,0,29,0,1,12,5,49,213,7,13,2586,388,446,68.83999943733215,8,1,3748,58,427,N
lajoina01,0,0,0,NULL,21,1916,2480,9589,1504,3242,657,163,83,1599,380,21,516,0,134,221,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
langebi01,0,0,0,NULL,7,1899,811,3195,689,1055,133,80,39,578,399,0,350,0,25,39,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
langsma01,0,7,0,3,16,1999,459,92,5,14,3,0,0,5,0,0,2,0,0,5,0,179,457,18,0,8888,1306,2464,72.20000004768372,46,22,12562,3,1438,N
lanieha01,0,0,0,NULL,10,1973,1196,3703,297,843,111,20,8,273,11,11,136,25,4,78,135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lankfra01,0,0,0,1,14,2004,1701,5747,968,1561,356,54,238,874,258,117,828,68,36,10,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lansfca01,0,0,0,1,15,1992,1862,7158,1007,2074,332,40,151,874,224,104,553,45,64,53,166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
larkiba01,1,3,0,9,19,2004,2180,7937,1329,2340,441,76,198,960,379,77,939,66,55,59,178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
larsedo01,0,0,0,NULL,14,1967,480,596,65,144,25,5,14,72,0,3,43,0,0,11,15,81,412,11,26,4644,650,849,70.45999932289124,26,0,6708,132,728,N
lathaar01,0,0,0,NULL,17,1909,1627,6822,1478,1833,245,85,27,563,739,0,588,0,85,7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lavagco01,0,0,0,2,10,1947,1043,3509,487,945,183,37,40,486,63,0,485,0,12,33,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lawve01,0,0,1,2,16,1967,516,883,96,191,35,7,11,90,1,0,41,0,6,63,24,162,483,28,13,8016,1118,1092,63.50999999046326,40,3,11231,77,1274,N
lazzeto01,0,0,0,0,14,1939,1740,6297,986,1840,334,115,178,1191,148,79,869,0,21,116,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
leachfr01,0,0,0,NULL,10,1932,991,3733,543,1147,196,53,72,509,32,4,163,0,27,73,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
leachto01,0,0,0,NULL,19,1918,2156,7959,1355,2143,266,172,63,810,361,14,820,0,32,240,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
leebi03,0,0,0,0,14,1982,419,197,12,41,3,1,2,10,0,0,1,0,0,10,1,119,416,10,19,5833,783,713,54.110000133514404,27,1,8271,70,885,N
leede02,0,3,0,2,15,2011,1942,6962,1081,1959,432,30,331,1078,104,48,874,72,70,2,199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
leevesa01,0,0,0,NULL,13,1910,389,993,90,183,17,14,2,78,4,0,49,0,7,25,0,194,388,39,13,7982,731,847,32.18999993801117,90,4,6428,75,1024,N
leibrch01,0,0,0,NULL,14,1993,394,267,7,32,3,2,0,14,0,0,13,0,0,33,3,140,394,18,2,6924,952,1121,49.66000032424927,37,31,9774,17,1068,N
leiteal01,0,0,0,2,19,2005,419,530,15,45,7,1,0,16,0,0,35,0,0,48,10,162,419,10,2,7173,1010,1974,112.52000021934509,117,20,10334,9,1101,N
lemonbo01,0,0,0,4,15,1958,615,1183,148,274,54,9,37,147,2,1,93,0,2,49,9,207,460,31,22,8550,1024,1277,44.519999742507935,57,2,12099,73,1185,Y
lemonch01,0,0,0,3,16,1990,1988,6868,973,1875,396,61,215,884,58,76,749,46,151,50,174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
leonabu99,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
leonade01,0,0,0,NULL,12,1986,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,312,23,1,6561,898,1323,43.079999923706055,52,6,9149,3,1008,N
leonadu02,0,0,0,1,20,1953,640,1054,53,177,18,4,0,69,1,0,20,0,2,85,27,191,640,30,44,9655,1162,1170,66.3500006198883,56,6,13487,171,1432,N
leonaje01,0,0,0,2,14,1990,1415,5045,614,1342,223,37,144,723,163,61,342,41,23,8,146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lewisdu01,0,0,0,NULL,11,1921,1459,5351,612,1518,289,68,38,793,113,47,352,0,40,264,0,0,1,0,0,3,2,1,18,0,0,6,1,2,N
lindsfr01,0,0,0,NULL,13,1936,1438,5611,895,1747,301,81,103,779,84,10,334,0,13,146,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
linzyfr01,0,0,0,NULL,11,1974,516,121,5,18,0,1,1,3,0,0,3,0,1,14,1,62,516,0,111,2450,259,358,39.170000195503235,14,1,3454,342,315,N
lloydpo99,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
loberha01,0,0,0,NULL,14,1917,1317,4563,640,1252,159,82,32,482,316,15,395,0,38,231,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lockebo01,0,0,0,NULL,9,1968,168,98,12,25,2,0,1,12,0,0,9,0,0,6,1,16,165,2,10,1250,186,194,39.94999980926514,9,2,1817,60,209,N
lockmwh01,0,0,0,1,15,1960,1666,5940,836,1658,222,49,114,563,43,27,552,15,19,64,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
loducpa01,0,0,0,4,11,2008,1082,3892,483,1112,222,8,80,481,20,19,266,23,58,42,138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
loftoke01,0,4,0,5,17,2007,2103,8120,1528,2428,383,116,130,781,622,160,945,43,32,72,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lolicmi01,0,0,0,2,16,1979,592,821,63,90,5,2,0,31,1,1,105,0,5,85,20,217,586,41,11,10915,1390,2832,54.87999987602234,92,8,15140,40,1537,N
lombaer01,1,0,0,5,17,1947,1853,5855,601,1792,277,27,190,990,8,0,430,0,46,18,261,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
lonboji01,0,0,1,0,15,1979,426,770,41,105,17,2,3,43,1,2,51,0,1,78,10,157,425,15,4,7393,1056,1475,66.11000037193298,105,9,10498,24,1170,N
longhe01,0,0,0,NULL,16,1904,1874,7674,1455,2127,342,97,91,1055,534,0,612,0,57,150,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lopated01,0,0,0,1,12,1955,357,887,87,187,26,5,5,77,0,1,73,0,0,34,30,166,340,27,3,7318,869,859,42.66000008583069,43,6,10197,14,1008,N
lopesda01,0,1,0,4,16,1987,1812,6354,1023,1671,232,50,155,614,557,114,833,38,31,74,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lopezal01,0,0,0,2,19,1947,1950,5916,613,1547,206,43,51,652,46,1,556,0,14,121,137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
lopezja01,0,0,0,3,15,2006,1503,5319,674,1527,267,19,260,864,8,19,357,43,66,6,172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lowebo01,0,0,0,NULL,18,1907,1818,7064,1131,1929,230,85,71,984,302,0,473,0,71,133,0,0,1,0,0,3,1,0,9,0,0,0,1,1,N
lowelmi01,0,1,0,4,13,2010,1601,5813,771,1619,394,7,223,952,30,14,548,45,52,1,170,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lowenjo01,0,0,0,NULL,16,1985,1368,3476,510,881,137,18,116,441,128,78,446,30,9,27,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lucasre01,0,0,0,NULL,16,1938,907,1439,155,404,61,13,3,190,2,0,124,0,4,41,14,157,396,22,7,7626,1051,602,53.33000040054321,23,6,10648,70,1198,N
luquedo01,0,0,0,NULL,20,1935,559,1043,96,237,31,10,5,90,7,4,70,0,11,65,1,194,550,26,28,9661,1161,1130,65.1900006532669,26,5,13470,128,1412,N
luzingr01,0,0,0,4,15,1984,1821,6505,880,1795,344,24,307,1128,37,31,845,95,84,1,147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lylesp01,0,0,1,2,16,1982,899,78,8,15,2,0,0,4,1,0,5,0,0,5,0,99,899,0,238,4171,445,873,53.640000224113464,14,10,5794,634,519,N
lynnfr01,1,4,0,9,17,1990,1969,6925,1063,1960,388,43,306,1111,72,54,857,77,30,25,149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
lyonste01,0,0,0,0,21,1946,705,1563,162,364,49,9,5,149,0,1,73,0,7,83,9,260,594,27,23,12483,1696,1073,78.85999965667725,31,6,17846,92,2056,Y
mackco01,0,0,0,NULL,11,1896,723,2695,391,659,79,28,5,265,127,0,169,0,64,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
mackebi99,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
maddoga01,0,8,0,NULL,15,1986,1749,6331,777,1802,337,62,117,754,248,92,323,60,36,25,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
maddugr01,0,18,4,4,23,2008,759,1591,103,272,35,2,5,84,11,3,34,0,5,180,15,355,744,35,0,15025,1756,3371,84.60999977588654,137,28,20421,3,1981,Y
madlobi01,0,0,0,3,15,1987,1806,6594,920,2008,348,34,163,860,174,90,605,121,68,36,190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mageesh01,0,0,0,NULL,16,1919,2087,7441,1112,2169,425,166,83,1176,441,12,736,0,109,260,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
maglisa01,0,0,0,1,10,1958,304,563,29,76,5,1,2,29,1,0,20,0,3,57,13,119,303,25,14,5169,603,862,46.44000005722046,44,7,7182,35,684,N
malonji01,0,0,0,1,12,1971,321,628,51,126,21,4,7,53,2,2,33,0,1,31,11,134,302,30,4,5547,655,1605,49.3699996471405,36,2,7745,18,729,N
mancugu01,0,0,0,2,17,1945,1460,4505,386,1194,197,16,53,543,8,0,418,0,5,97,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mantlmi01,3,1,0,16,18,1968,2401,8102,1677,2415,344,72,536,1509,153,38,1733,126,13,14,113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
manushe01,0,0,0,1,17,1939,2008,7654,1287,2524,491,160,110,1183,114,58,506,0,70,186,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
maranra01,0,0,0,NULL,23,1935,2670,10078,1255,2605,380,177,28,884,291,93,839,0,39,300,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
marbefi01,0,0,0,NULL,14,1936,551,668,60,128,21,3,1,65,2,1,22,0,6,34,0,148,551,7,101,6202,834,822,51.46000027656555,38,4,8769,271,971,N
maricju01,0,0,0,8,16,1975,475,1221,73,202,29,2,4,75,2,5,38,0,2,71,20,243,471,52,2,10522,1126,2303,59.41000008583069,40,20,14236,11,1329,Y
marioma01,1,0,0,5,13,1953,1572,5506,602,1448,272,37,36,624,35,2,470,0,14,151,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
marisro01,2,1,0,7,12,1968,1463,5101,826,1325,195,42,275,851,21,9,652,42,38,12,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
marquru01,0,0,0,NULL,18,1925,536,1107,63,198,17,3,1,64,6,1,33,0,7,48,0,201,536,30,19,9920,1130,1593,64.46999990940094,39,5,13657,83,1443,Y
marshmi01,0,0,1,1,14,1981,725,179,11,35,1,0,1,16,0,0,17,0,1,18,2,97,723,1,188,4160,484,880,67.96999979019165,31,7,5842,549,548,N
martibi02,0,0,0,1,11,1961,1021,3419,425,877,137,28,64,333,34,29,188,8,32,55,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
martide01,0,0,0,4,23,1998,695,520,25,74,12,0,0,33,1,0,15,0,2,65,8,245,692,30,8,11999,1643,2149,96.5400002002716,122,30,16754,51,1835,N
martied01,0,0,0,7,18,2004,2055,7213,1219,2247,514,15,309,1261,49,30,1283,113,89,10,190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
martimo01,0,0,0,NULL,10,1959,250,165,15,28,2,0,0,7,0,0,4,0,0,9,2,38,250,1,15,1814,288,245,77.48000025749207,27,2,2637,101,320,N
martipe01,0,0,0,3,13,1944,1189,4117,754,1227,270,75,59,501,146,0,369,0,13,22,44,0,2,0,0,12,1,0,4.5,0,0,13,1,1,N
martipe02,0,0,3,3,18,2009,477,434,22,43,6,2,0,18,0,0,15,0,3,63,5,219,476,17,3,8482,919,3154,53.9700003862381,141,6,11394,23,1006,Y
martiti02,0,0,0,2,16,2005,2023,7111,1008,1925,365,21,339,1271,27,20,780,102,59,14,191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mathech01,0,0,0,NULL,17,1916,646,1684,151,362,50,12,7,165,20,1,116,0,17,69,0,373,635,79,28,14342,1133,2502,47.679999470710754,59,6,19136,74,1616,Y
matheed01,0,0,0,10,17,1968,2391,8537,1509,2315,354,72,512,1453,68,39,1444,107,26,36,123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
matlajo01,0,0,0,2,13,1983,362,441,32,57,3,0,0,23,0,0,57,0,1,41,7,125,361,30,3,7089,835,1516,45.019999980926514,26,9,9789,23,970,N
matthga01,0,0,0,1,16,1987,2033,7147,1083,2011,319,51,234,978,183,74,940,46,21,19,179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mattido01,1,9,0,6,14,1995,1785,7003,1007,2153,442,20,222,1099,14,9,588,136,21,13,191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
maxvida01,0,1,0,NULL,14,1975,1423,3443,302,748,79,24,6,252,7,11,370,49,8,54,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
maybejo01,0,0,0,2,15,1982,1620,5447,733,1379,211,19,255,879,20,17,881,106,55,10,108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mayca01,0,0,0,1,10,1977,1165,4120,545,1127,172,23,90,536,85,53,512,63,45,7,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mayje01,0,0,0,NULL,10,1973,556,1527,120,357,63,10,15,130,1,2,157,48,11,8,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mayle01,0,0,0,3,18,1982,2071,7609,959,2031,340,31,354,1244,39,35,487,85,49,9,219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mayru01,0,0,0,NULL,16,1983,536,341,12,42,9,0,0,14,0,0,22,0,2,17,4,152,535,24,12,7866,1007,1760,67.56000018119812,42,18,10902,73,1150,N
maysca01,0,0,0,NULL,15,1929,502,1085,113,291,32,21,5,110,1,1,66,0,4,44,0,207,490,29,31,9064,979,862,50.28000009059906,89,1,12385,125,1211,N
mayswi01,2,12,0,24,22,1973,2992,10881,2062,3283,523,140,660,1903,338,103,1464,192,44,13,251,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
mazerbi01,0,8,0,7,17,1972,2163,7755,769,2016,294,62,138,853,27,23,447,110,20,87,194,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
mcaleji01,0,0,0,NULL,13,1907,1020,3977,619,1007,114,39,12,469,262,0,365,0,38,34,0,0,1,0,0,1,0,0,0,0,0,0,1,3,N
mcauldi01,0,0,0,3,16,1975,1763,6185,888,1530,231,71,197,697,63,59,882,59,33,32,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mcbriba01,0,0,0,0,11,1983,1071,3853,548,1153,167,55,63,430,183,63,248,28,40,22,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mccarti01,0,0,0,2,21,1980,1909,5529,590,1501,242,57,97,645,61,49,548,119,30,35,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mccarto01,0,0,0,NULL,13,1896,1275,5128,1069,1496,192,53,44,735,468,0,537,0,50,24,0,0,13,0,0,208,38,21,29.670000076293945,0,0,4,7,63,Y
